language,Part of speech,word,translation,word_type,gender,article,display_word,example_sentence_original,example_sentence_translation,exam_board_code,theme_name,theme_name.1,tier,is_required
de,v,versuchen,(to) try | trying,,,,versuchen,,,AQA,General,General,both,True
de,v,(aux)…begonnen,"began, started | (have, has) begun, started (pp)",,,,(aux)…begonnen,,,AQA,General,General,both,True
de,v,beginnen,"(to) begin, start | beginning, starting",,,,beginnen,,,AQA,General,General,both,True
de,v,erzählen (von + noun),(to) tell (about + noun) | telling (about + noun),,,,erzählen (von + noun),,,AQA,General,General,both,True
de,v,scheinen,"(to) seem, appear, shine | seeming, appearing, shining",,,,scheinen,,,AQA,General,General,both,True
de,v,suchen,"(to) search for, look for | searching for, looking for",,,,suchen,,,AQA,General,General,both,True
de,v,erreichen,"(to) achieve, reach | achieving, reaching",,,,erreichen,,,AQA,General,General,both,True
de,v,steigen,"(to) increase, go up, climb | increasing, going up, climbing",,,,steigen,,,AQA,General,General,both,True
de,v,fallen,"(to) fall, decrease | falling, decreasing",,,,fallen,,,AQA,General,General,both,True
de,v,helfen,(to) help | helping,,,,helfen,,,AQA,General,General,both,True
de,v,warten (auf acc. + noun),(to) wait (for + noun) | waiting (for + noun),,,,warten (auf acc. + noun),,,AQA,General,General,both,True
de,v,reden,(to) talk |talking,,,,reden,,,AQA,General,General,both,True
de,v,passieren,"(to) take place, happen, occur | taking place, happening, occuring",,,,passieren,,,AQA,General,General,both,True
de,v,erinnern (an acc. + noun); sich erinnern (an acc. + noun),(to) remind (about + noun) | reminding (about + noun); (to) remember (+ noun) | remembering (+ noun),,,,erinnern (an acc. + noun); sich erinnern (an acc. + noun),,,AQA,General,General,both,True
de,v,bedeuten,(to) mean | meaning,,,,bedeuten,,,AQA,General,General,both,True
de,v,entscheiden; sich acc. entscheiden (für + noun),(to) decide | deciding; (to) decide (on + noun) | deciding (on + noun),,,,entscheiden; sich acc. entscheiden (für + noun),,,AQA,General,General,both,True
de,v,fehlen,"(to) lack, be missing, be absent | lacking, being missing, being absent",,,,fehlen,,,AQA,General,General,both,True
de,v,beschreiben,(to) describe | describing,,,,beschreiben,,,AQA,General,General,both,True
de,v,verlassen,(to) leave | leaving,,,,verlassen,,,AQA,General,General,both,True
de,v,gehören,(to) belong | belonging,,,,gehören,,,AQA,General,General,both,True
de,v,stimmen; stimmen für + noun,(to) be correct | being correct; (to) vote for + noun | voting for + noun,,,,stimmen; stimmen für + noun,,,AQA,General,General,both,True
de,v,anfangen,(to) start | starting,,,,anfangen,,,AQA,General,General,both,True
de,v,verändern,(to) change | changing,,,,verändern,,,AQA,General,General,both,True
de,v,kaufen,(to) buy | buying,,,,kaufen,,,AQA,General,General,both,True
de,v,schauen,(to) look | looking,,,,schauen,,,AQA,General,General,both,True
de,v,holen,"(to) get, fetch | getting, fetching",,,,holen,,,AQA,General,General,both,True
de,v,verschwinden,(to) disappear | disappearing,,,,verschwinden,,,AQA,General,General,both,True
de,v,Kosten,(to) cost | costing,,,,Kosten,,,AQA,General,General,both,True
de,v,erleben,(to) experience | experiencing,,,,erleben,,,AQA,General,General,both,True
de,v,planen,"(to) plan, design | planning, designing",,,,planen,,,AQA,General,General,both,True
de,v,vergessen,(to) forget | forgetting,,,,vergessen,,,AQA,General,General,both,True
de,v,freuen; sich acc. freuen; sich acc. freuen auf + noun,"(to) please, make happy | pleasing, making happy; (to) be happy, pleased | being happy, pleased; (to) look foward to + noun | looking forward to + noun",,,,freuen; sich acc. freuen; sich acc. freuen auf + noun,,,AQA,General,General,both,True
de,v,gefallen,(to) please | pleasing,,,,gefallen,,,AQA,General,General,both,True
de,v,sorgen,"(to) care, (to) worry | caring, worrying",,,,sorgen,,,AQA,General,General,both,True
de,v,wünschen,"(to) want, wish, desire | wanting, wishing, desiring",,,,wünschen,,,AQA,General,General,both,True
de,v,interessieren; sich acc. interessieren (für + noun),(to) interest | interesting; (to) be interested (in + noun) | being interested (in + noun),,,,interessieren; sich acc. interessieren (für + noun),,,AQA,General,General,both,True
de,v,wählen,"(to) choose, elect, vote, select | choosing, electing, voting, selecting",,,,wählen,,,AQA,General,General,both,True
de,v,schlafen,(to) sleep | sleeping,,,,schlafen,,,AQA,General,General,both,True
de,v,hoffen (auf acc. + noun),(to) hope (for + noun) | hoping (for + noun),,,,hoffen (auf acc. + noun),,,AQA,General,General,both,True
de,v,lieben,(to) love | loving,,,,lieben,,,AQA,General,General,both,True
de,v,kriegen,"(to) get, receive | getting, receiving",,,,kriegen,,,AQA,General,General,both,True
de,v,dauern,"(to) last, take (time) | lasting, taking (time)",,,,dauern,,,AQA,General,General,both,True
de,v,bezahlen,(to) pay | paying,,,,bezahlen,,,AQA,General,General,both,True
de,v,lächeln,(to) smile | smiling,,,,lächeln,,,AQA,General,General,both,True
de,v,besuchen,(to) visit | visiting,,,,besuchen,,,AQA,General,General,both,True
de,v,antworten (auf + noun),"(to) answer (+ noun), respond, reply | answering (+ noun), responding, replying",,,,antworten (auf + noun),,,AQA,General,General,both,True
de,v,zahlen,(to) pay | paying,,,,zahlen,,,AQA,General,General,both,True
de,v,überraschen,(to) surprise | surprising,,,,überraschen,,,AQA,General,General,both,True
de,v,erlauben,"(to) allow, permit | allowing, permitting",,,,erlauben,,,AQA,General,General,both,True
de,v,aufstehen,"(to) stand up, get up | standing up, getting up",,,,aufstehen,,,AQA,General,General,both,True
de,v,diskutieren (über acc. + noun),(to) discuss (+ noun) | discussing (+ noun),,,,diskutieren (über acc. + noun),,,AQA,General,General,both,True
de,v,versprechen,(to) promise | promising,,,,versprechen,,,AQA,General,General,both,True
de,v,benutzen,(to) use | using,,,,benutzen,,,AQA,General,General,both,True
de,v,abhängen,depend,,,,abhängen,,,AQA,General,General,both,True
de,v,organisieren,(to) organise | organising,,,,organisieren,,,AQA,General,General,both,True
de,v,enden,"(to) end, finish | ending, finishing",,,,enden,,,AQA,General,General,both,True
de,v,verboten,"forbidden, banned",,,,verboten,,,AQA,General,General,both,True
de,v,verbringen,(to) spend (time) | spending (time),,,,verbringen,,,AQA,General,General,both,True
de,v,empfehlen,(to) recommend | recommending,,,,empfehlen,,,AQA,General,General,both,True
de,v,vorbereiten (auf acc. + noun),(to) prepare (for + noun) | preparing (for + noun),,,,vorbereiten (auf acc. + noun),,,AQA,General,General,both,True
de,v,anziehen; sich acc. anziehen,"(to) attract, put on | attracting, putting on; (to)  get dressed | getting dressed",,,,anziehen; sich acc. anziehen,,,AQA,General,General,both,True
de,v,mitnehmen,(to) take along | taking along,,,,mitnehmen,,,AQA,General,General,both,True
de,v,zurückkommen,(to) return | returning,,,,zurückkommen,,,AQA,General,General,both,True
de,v,weinen,(to) cry | crying,,,,weinen,,,AQA,General,General,both,True
de,v,genießen,(to) enjoy | enjoying,,,,genießen,,,AQA,General,General,both,True
de,v,vermeiden,(to) avoid | avoiding,,,,vermeiden,,,AQA,General,General,both,True
de,v,zerstören,"(to) destroy, ruin | destroying, ruining",,,,zerstören,,,AQA,General,General,both,True
de,v,teilnehmen (an dat. + noun),(to) take part (in + noun) | taking part (in + noun),,,,teilnehmen (an dat. + noun),,,AQA,General,General,both,True
de,v,ausgeben,(to) spend (money) | spending (money),,,,ausgeben,,,AQA,General,General,both,True
de,v,träumen,(to) dream | dreaming,,,,träumen,,,AQA,General,General,both,True
de,v,akzeptieren,(to) accept | accepting,,,,akzeptieren,,,AQA,General,General,both,True
de,v,beantworten,(to) answer | answering,,,,beantworten,,,AQA,General,General,both,True
de,v,entschuldigen; sich acc. entschuldigen (bei …),"(to) excuse  | excusing; (to) apologise (to someone), apologising (to someone)",,,,entschuldigen; sich acc. entschuldigen (bei …),,,AQA,General,General,both,True
de,v,hassen,"(to) hate, detest | hating, detesting",,,,hassen,,,AQA,General,General,both,True
de,part/interj,ja,yes,,,,ja,,,AQA,General,General,both,True
de,part/interj,"nein, nee, nö",no,,,,"nein, nee, nö",,,AQA,General,General,both,True
de,part/interj,ach,oh,,,,ach,,,AQA,General,General,both,True
de,part/interj,hallo,"hello, hi",,,,hallo,,,AQA,General,General,both,True
de,part/interj,tschüss,bye,,,,tschüss,,,AQA,General,General,both,True
de,adj/adv,mehr,more,,,,mehr,,,AQA,General,General,both,True
de,adj/adv,gut,"good, well",,,,gut,,,AQA,General,General,both,True
de,adj/adv,hoch,"high, tall",,,,hoch,,,AQA,General,General,both,True
de,adj/adv,höher,"higher, taller",,,,höher,,,AQA,General,General,both,True
de,adj/adv,natürlich,"natural, naturally, of course, certainly",,,,natürlich,,,AQA,General,General,both,True
de,adj/adv,gleich,"same, right away, just, immediately, straight away, equal",,,,gleich,,,AQA,General,General,both,True
de,adj/adv,genau,"exact, exactly, precise, precisely",,,,genau,,,AQA,General,General,both,True
de,adj/adv,wirklich,"real, actual, really, actually, truly",,,,wirklich,,,AQA,General,General,both,True
de,adj/adv,besser,better,,,,besser,,,AQA,General,General,both,True
de,adj/adv,schlecht,"bad, badly",,,,schlecht,,,AQA,General,General,both,True
de,adj/adv,direkt,"direct, straight, directly, immediately",,,,direkt,,,AQA,General,General,both,True
de,adj/adv,früh,early,,,,früh,,,AQA,General,General,both,True
de,adj/adv,ähnlich,"similar, similarly",,,,ähnlich,,,AQA,General,General,both,True
de,adj/adv,plötzlich,"sudden, suddenly",,,,plötzlich,,,AQA,General,General,both,True
de,adj/adv,wahrscheinlich,"likely, probable | probably",,,,wahrscheinlich,,,AQA,General,General,both,True
de,adj/adv,langsam,"slow, slowly",,,,langsam,,,AQA,General,General,both,True
de,adj/adv,selten,"rare, rarely",,,,selten,,,AQA,General,General,both,True
de,adj/adv,echt,"genuine, real, genuinely, really",,,,echt,,,AQA,General,General,both,True
de,adj/adv,meist,"most, mostly, usually",,,,meist,,,AQA,General,General,both,True
de,adj/adv,offenbar,"apparent, obvious, apparently, obviously",,,,offenbar,,,AQA,General,General,both,True
de,adj/adv,total,"total, complete, totally, completely",,,,total,,,AQA,General,General,both,True
de,adj/adv,täglich,"daily, every day",,,,täglich,,,AQA,General,General,both,True
de,adj/adv,regelmäßig,"regular, regularly",,,,regelmäßig,,,AQA,General,General,both,True
de,adj/adv,typisch,"typical, typically",,,,typisch,,,AQA,General,General,both,True
de,adj/adv,extrem,"extreme, extremely",,,,extrem,,,AQA,General,General,both,True
de,adj/adv,perfekt,"perfect, perfectly",,,,perfekt,,,AQA,General,General,both,True
de,adj/adv,billig,"cheap, cheaply",,,,billig,,,AQA,General,General,both,True
de,adj/adv,bunt,"colourful, colourfully",,,,bunt,,,AQA,General,General,both,True
de,adj/adv,schrecklich,"terrible, awful, dreadful, terribly, awfully, dreadfully",,,,schrecklich,,,AQA,General,General,both,True
de,adj/adv,fantastisch,"fantastic, super, terrific",,,,fantastisch,,,AQA,General,General,both,True
de,n (nt),das Jahr,year,,,das,das Jahr,,,AQA,General,General,both,True
de,n (nt),das Mal,time,,,das,das Mal,,,AQA,General,General,both,True
de,n (nt),das Beispiel,"example, instance",,,das,das Beispiel,,,AQA,General,General,both,True
de,n (nt),das leben,life,,,das,das leben,,,AQA,General,General,both,True
de,n (nt),das Deutschland,Germany,,,das,das Deutschland,,,AQA,General,General,both,True
de,n (nt),das Prozent,percent,,,das,das Prozent,,,AQA,General,General,both,True
de,n (nt),das Ende,"end, finish",,,das,das Ende,,,AQA,General,General,both,True
de,n (nt),das Problem,problem,,,das,das Problem,,,AQA,General,General,both,True
de,n (nt),das Recht,"right, law",,,das,das Recht,,,AQA,General,General,both,True
de,n (nt),das Thema,"topic, theme",,,das,das Thema,,,AQA,General,General,both,True
de,n (nt),das Ziel,"destination, goal, aim, target",,,das,das Ziel,,,AQA,General,General,both,True
de,n (nt),das Ding,"thing, object",,,das,das Ding,,,AQA,General,General,both,True
de,n (nt),das System,system,,,das,das System,,,AQA,General,General,both,True
de,n (nt),das Gespräch,"conversation, talk",,,das,das Gespräch,,,AQA,General,General,both,True
de,n (nt),das Mädchen,girl,,,das,das Mädchen,,,AQA,General,General,both,True
de,n (nt),das Glück,"luck, good luck, fortune, happiness",,,das,das Glück,,,AQA,General,General,both,True
de,n (nt),das Interview,interview,,,das,das Interview,,,AQA,General,General,both,True
de,n (nt),das Risiko,"risk, hazard, danger",,,das,das Risiko,,,AQA,General,General,both,True
de,n (nt),das Wochenende,weekend,,,das,das Wochenende,,,AQA,General,General,both,True
de,n (nt),das Blatt,"sheet, leaf",,,das,das Blatt,,,AQA,General,General,both,True
de,n (nt),das Viertel,quarter,,,das,das Viertel,,,AQA,General,General,both,True
de,conj/prep,während,"during, while,whereas",,,,während,,,AQA,General,General,both,True
de,n (m) n (nt),der Teil,"part, piece",,,der,der Teil,,,AQA,General,General,both,True
de,n (pl),Leute,(pl) people,,,,Leute,,,AQA,General,General,both,True
de,n (pl),Themen,"topics, themes",,,,Themen,,,AQA,General,General,both,True
de,n (pl),Kosten,"(pl) costs, expenses",,,,Kosten,,,AQA,General,General,both,True
de,prefix,Lieblings(wort),favourite (word),,,,Lieblings(wort),,,AQA,General,General,both,True
de,adj,international,international,,,,international,,,AQA,People and lifestyle,Education and work,higher,True
de,adj,technisch,technical,,,,technisch,,,AQA,People and lifestyle,Education and work,higher,True
de,adj,wissenschaftlich,scientific,,,,wissenschaftlich,,,AQA,People and lifestyle,Education and work,higher,True
de,adj,verantwortlich,"responsible, in charge",,,,verantwortlich,,,AQA,People and lifestyle,Education and work,higher,True
de,adj,gerecht,"just, fair",,,,gerecht,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Industrie,industry,,,die,die Industrie,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Mode,fashion,,,die,die Mode,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Organisation,organisation,,,die,die Organisation,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Entwicklung,development,,,die,die Entwicklung,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Gesellschaft,"society, company",,,die,die Gesellschaft,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Regierung,"rule, government",,,die,die Regierung,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Wirtschaft,"economy, commerce",,,die,die Wirtschaft,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Bildung,"education, learning, creation, formation",,,die,die Bildung,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Diskussion,"discussion, debate",,,die,die Diskussion,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Verantwortung,responsibility,,,die,die Verantwortung,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Erklärung,explanation,,,die,die Erklärung,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Herausforderung,challenge,,,die,die Herausforderung,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Maschine,machine,,,die,die Maschine,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Zusammenarbeit,"cooperation, teamwork",,,die,die Zusammenarbeit,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Bundesregierung,federal government,,,die,die Bundesregierung,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Übung,"exercise, practice",,,die,die Übung,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Bühne,stage,,,die,die Bühne,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Suche,search,,,die,die Suche,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Kenntnis,knowledge,,,die,die Kenntnis,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Bäuerin,farmer (f),,,die,die Bäuerin,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Gelegenheit,"opportunity, chance",,,die,die Gelegenheit,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Tätigkeit,"activity, work, occupation",,,die,die Tätigkeit,,,AQA,People and lifestyle,Education and work,higher,True
de,n (f),die Anlage,"facility, complex",,,die,die Anlage,,,AQA,People and lifestyle,Education and work,higher,True
